News#,	Title Content,	match,	Score,	Polarity
293,	MARCH PRICES FELL IN GERMAN STATE ON YEAR-AGO,	-1,	[fell],	Negative
294,	BUNDESBANK BUYS DOLLARS IN FRANKFURT - DEALERS,	0,	[],	Neutral
295,	CROSSLAND SAVINGS CRLDACQUIRES WESTERN SAVINGS,	2,	[savings  savings],	Positive
296,	GENERAL ELECTRIC GE SELLS RIGHTS TO TECHNIQUE,	0,	[],	Neutral
297,	CPC CPC EXPECTS EUROPEAN SALE TO CUT DEBT,	-1,	[debt],	Negative
298,	BANK OF ENGLAND DRAINS MONEY MARKET LIQUIDITY,	-1,	[drains],	Negative
299,	H.K. OFFICIAL DEFENDS NON-PROSECUTION OF BOND,	0,	[],	Neutral
300,	VICORP RESTAURANTS INC VRES 1ST QTR FEB 15 NET,	0,	[],	Neutral
301,	COMMERZBANK TO ACQUIRE AND FLOAT LINOTYPE,	0,	[],	Neutral
302,	VICORP VRES ENDS SALE/LEASEBACK DEAL,	0,	[],	Neutral
303,	EC EXPORT LICENCES FOR 59 000 TONNES WHITE  SUGAR AT REBATE 45.678 ECUS - FRENCH TRADERS,	0,	[],	Neutral
304,	U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES,	0,	[],	Neutral
305,	PIONEER-STANDARD ELECTRONICS INC PIOS PAYOUT,	0,	[],	Neutral
306,	AMSTERDAM EXCHANGE ANNOUNCES MODERNISATION DRIVE,	0,	[],	Neutral
307,	HOUSE WAYS AND MEANS CMTE FINISHES WORK ON BILL TO TOUGHEN TRADE LAWS,	1,	[work],	Positive
308,	CHEROKEE GROUP CHKE FILES TO OFFER SHARES,	0,	[],	Neutral
309,	SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT,	-2,	[problems  debt],	Negative
310,	FABRI-CENTERS FCA 4TH QTR ENDS JAN 31 NET,	0,	[],	Neutral
311,	TSENG LABORATORIES INC TSNG 4TH QTR NET,	0,	[],	Neutral
312,	PARK ELECTROCHEMICAL CORP PKE SETS PAYOUT,	0,	[],	Neutral
313,	BRAZIL SEAMEN SAY STRIKE NEAR END,	-1,	[strike],	Negative
314,	KEY U.S. HOUSE PANEL FINISHES MAJOR TRADE BILL,	0,	[],	Neutral
315,	RUSS TOGS INC RTS 4TH QTR JAN 31 NET,	0,	[],	Neutral
316,	JOHNSTOWN AMERICAN COS JAC 2ND QTR FEB 28 NET,	0,	[],	Neutral
317,	EASCO OFFERS INITIAL SALE OF SECURITIES,	0,	[],	Neutral
318,	KEIHIN ELECTRIC EXPRESS ISSUES 150 MLN DLR BOND,	0,	[],	Neutral
319,	BRISTOL AND WEST BUILDING SOCIETY ISSUES CDS,	0,	[],	Neutral
320,	WOOLWICH BUILDING SOCIETY ISSUING 50 MLN STG BOND,	0,	[],	Neutral
321,	ITT ITT  UNIT FILES FOR PREFERRED STOCK SALE,	0,	[],	Neutral
322,	CPC EXPECTS EUROPEAN SALE TO CUT DEBT,	-1,	[debt],	Negative
323,	THERMO PROCESS TPSI ACQUISITION TERMINATED,	0,	[],	Neutral
324,	CHRYSLER FINANCE ISSUING STERLING EUROBOND,	0,	[],	Neutral
325,	NORANDA RAISES PRIMARY ALUMINUM PRICES,	0,	[],	Neutral
326,	SOVIET PAPER DETAILS GEORGIAN FLOOD DAMAGE,	-1,	[damage],	Negative
327,	UTILICORP UCU SEES HIGHER 1987 FIRST QUARTER,	0,	[],	Neutral
328,	XYLOGICS INC INITIAL OFFERING UNDERWAY,	0,	[],	Neutral
329,	TSENG TSNG SEES SALES INCREASE FIRST QTR 1987,	0,	[],	Neutral
330,	MINNTECH MNTX GETS MORE CASH FOR DEVELOPMENT,	0,	[],	Neutral
331,	STOCKHOLDER SYSTEMS SSIAA MAKES ACQUISITION,	0,	[],	Neutral
332,	CONCEPT INC CCPT 2ND QTR FEB 28 NET,	0,	[],	Neutral
333,	LIFE OF INDIANA CORP LIFI 4TH QTR LOSS,	-1,	[loss],	Negative
334,	B.F. SAUL REAL ESTATE INVESTMENT BFS PAYOUT,	0,	[],	Neutral
335,	SOUTH AFRICA PROBLEMS REMAIN DESPITE DEBT PACT,	-2,	[problems  debt],	Negative
336,	MAYTAG MYG SEES CAPITAL SPENDING UP IN 1987,	0,	[],	Neutral
337,	TRAVELERS TIC UNIT TO BUY REALTY DIVISIONS,	0,	[],	Neutral
338,	COMMUNICATIONS AND CABLE INC CCAB 1ST QTR NET,	0,	[],	Neutral
339,	BEN EQUITY HOLDINGS BH SUSPENDED ON NYSE,	0,	[],	Neutral
340,	ESCAGEN CORP ESN INITIAL OFFERING STARTS,	0,	[],	Neutral
341,	BRISTOL-MYERS BMY FILES AIDS VACCINE WITH FDA,	0,	[],	Neutral
342,	DALLAS INVESTOR CUTS STAKE IN MCDERMOTT (MDR),	0,	[],	Neutral
343,	FED ADOPTS REDEPOSIT SERVICE FOR BOUNCED CHECKS,	0,	[],	Neutral
344,	INTN'L PLATINUM  DEGUSSA IN JOINT VENTURE TALKS,	0,	[],	Neutral
345,	WESTWOOD ONE INC WONE 1ST QWTR FEB 28 NET,	0,	[],	Neutral
346,	REAGAN OPPOSES NEW TAXES  SEEKS BUDGET,	0,	[],	Neutral
347,	IRAN SAYS HAS BETTER WEAPONS THAN SILKWORM,	1,	[better],	Positive
348,	EC COMMISSION DETAILS SUGAR TENDER,	1,	[tender],	Positive
349,	INLAND STEEL IAD PREFERRED OFFERED,	0,	[],	Neutral
350,	ADVANCED MICRO AMD PREFERRED OFFERED,	1,	[advanced],	Positive
351,	TRICENTROL TO CONCENTRATE ON PROVEN RESERVES,	1,	[proven],	Positive
352,	ROLLS-ROYCE SIGNS NEW ENGINE DEAL WITH BOEING,	0,	[],	Neutral
353,	BROOKLYN UNION GAS CO BU SETS PAYOUT,	0,	[],	Neutral
354,	UNISYS UIS INTRODUCES NEW PRODUCTS,	0,	[],	Neutral
355,	ARGENTINE PORT WORKERS TAKE INDUSTRIAL ACTION,	0,	[],	Neutral
356,	NOVAMIN SAYS IT RECEIVED PROPOSED TAKEOVER BID FROM BREAKWATER,	0,	[],	Neutral
357,	NYFE SEAT SELLS FOR 200 DLRS,	0,	[],	Neutral
358,	NEC CORP HAS 150 MLN DLR EURO-CP PROGRAM,	0,	[],	Neutral
359,	FRANCE SETS FOUR BILLION FRANC T-BILL TENDER,	1,	[tender],	Positive
360,	FED EXPECTED TO ADD RESERVES IN MARKET,	0,	[],	Neutral
361,	INDIA REPORTED BUYING TWO WHITE SUGAR CARGOES,	0,	[],	Neutral
362,	NOVAMIN IN PROPOSED BUYOUT BY BREAWATER BWRLF,	0,	[],	Neutral
363,	LILLY INDUSTRIAL COATINGS INC LICIA 1ST QTR,	0,	[],	Neutral
364,	COMMONWEALTY REALTY CRTYZ  BAY BAY END TALKS,	0,	[],	Neutral
365,	MET-PRO CORP MPR 4TH QTR ENDS JAN 31 NET,	0,	[],	Neutral
366,	EDO EDO TO BUY BACK ADDITIONAL 500 000 SHARES,	0,	[],	Neutral
367,	VISTA VISA FORMS OFFICE OF THE PRESIDENT,	0,	[],	Neutral
368,	CENTRAL MAINE POWER CO CTP SETS QUARTERLY,	0,	[],	Neutral
369,	SOME FIRMS CURB COMMODITIES BUSINESS WITH DREXEL,	0,	[],	Neutral
370,	PEP BOYS PBY SETS SPLIT  RAISES QUARTERLY,	0,	[pep  split],	Neutral
371,	PEP BOYS - MANNY  MOE AND JACK INC PBY 4TH QTR,	1,	[pep],	Positive
372,	HOVNANIAN ENTERPRISES HOV EARNINGS TO RISE,	0,	[],	Neutral
373,	NY TRADERS SAY TURKEY MADE LARGE SUGAR PURCHASE,	0,	[],	Neutral
374,	NORFOLK NSC UNIT SELLS EQUIPMENT CERTIFICATES,	0,	[],	Neutral
375,	ANHEUSER-BUSCH BUD OFFICER RESIGNS,	0,	[],	Neutral
376,	JOHNSON SAYS FED'S ACTIONS YESTERDAY MEANT TO STABILIZE DOLLAR AT CURRENT LEVELS,	1,	[stabilize],	Positive
377,	SUNSTAR FOODS INC SUNF 2ND QTR FEB 28 NET,	0,	[],	Neutral
378,	PHOENIX RE PXRE INITIAL OFFERING UNDER WAY,	0,	[],	Neutral
379,	NIPPON SIGNAL TO ISSUE 50 MLN SWISS FRANC NOTES,	-1,	[issue],	Negative
380,	HADSON HADS TO ACQUIRE 85 PCT OF SEAXE SEAX,	0,	[],	Neutral
381,	REUTERS TO BUY I P SHARP OF CANADA,	1,	[sharp],	Positive
382,	TCBY ENTERPRISES TCBY SPLITS STOCK,	0,	[],	Neutral
383,	FIRST INTERSTATE I SELLS CAPITAL NOTES,	0,	[],	Neutral
384,	RAYTHEON CO RTN SETS QUARTERLY,	0,	[],	Neutral
385,	FIAT MAY ISSUE BOND FOR LIBYAN STAKE  PAPER SAYS,	-1,	[issue],	Negative
386,	ITALY'S STET FORMS TELECOMMUNICATIONS FIRM,	0,	[],	Neutral
387,	P.H. GLATFELTER CO GLP INCREASES DIVIDEND,	0,	[],	Neutral
388,	LIFE OF INDIANA CORP LIFI 4TH QTR LOSS,	-1,	[loss],	Negative
389,	(CORRECTED) - TSENG TSNG SEES SALES INCREASE,	0,	[],	Neutral
390,	BRAZILIAN BANK STRIKE SPREADS  UNION SAYS,	-1,	[strike],	Negative
391,	CONSOLIDATED NOREX TO ACQUIRE TRIWEB RESOURCES,	0,	[],	Neutral
392,	THAI SUGAR PRODUCTION CONTINUES HIGH IN FEB,	0,	[],	Neutral
393,	SWEDISH EXPORT CREDIT ISSUES NEW ZEALAND DLR BOND,	0,	[],	Neutral
394,	APOLLO COMPUTER APCI IN JOINT MARKETING PACT,	0,	[],	Neutral
395,	ACCUGRAPH IN ASIA MARKETING PACT WITH TRIO-TECH,	0,	[],	Neutral
396,	REICHHOLD CHEMICALS INC EXPLORING POSSIBLE SALE OF EUROPEAN SUBSIDIARY,	0,	[],	Neutral
397,	NY TRADERS EXPECT CHINA TO STEP UP SUGAR BUYING,	0,	[],	Neutral
398,	ROSS STORES INC ROST 4TH QTR JAN 31 LOSS,	-1,	[loss],	Negative
399,	ITALIAN TREASURY BILL OFFER HAS MIXED RESPONSE,	0,	[],	Neutral
400,	AFG AFG EXPANDS INTO AUTO GLASS REPLACEMENT,	0,	[],	Neutral
401,	GREENWOOD RESOURCES SAYS BANKS COULD FORECLOSE,	0,	[],	Neutral
402,	NAVISTAR NAV STILL EXPECTS HIGHER 1987 NET,	0,	[],	Neutral
403,	HEES INTERNATIONAL SETS 100 MLN DLR SHARE ISSUE,	-1,	[issue],	Negative
404,	CORRECTED-LILLY INDUSTRIAL COATINGS INC LICIA,	0,	[],	Neutral
405,	U.S. SENATE PANEL APPROVES TRADE MISSION BILL,	0,	[],	Neutral
406,	CATERPILLAR CAT WORKERS TOLD TO END SIT-IN,	0,	[],	Neutral
407,	BAT SHARES UNDERVALUED  SAY STOCK MARKET ANALYSTS,	0,	[],	Neutral
408,	BALDRIGE SAYS U.S. WILL NOT LET JAPAN DOMINATE WORLD ELECTRONICS MARKET,	1,	[dominate],	Positive
409,	REICHHOLD RCI EXPLORING SALE OF EUROPEAN UNIT,	0,	[],	Neutral
410,	AMERICUS TRUST FOR MERCK MRK NOW EFFECTIVE,	2,	[trust  effective],	Positive
411,	UAL SAID DONALD TRUMP WAS INTERESTED IN UAL STOCK "AS INVESTMENT",	1,	[trump],	Positive
412,	INT'L BROADCASTING IBCA SETS REVERSE SPLIT,	-1,	[split],	Negative
413,	BI INC BIAC SETS REVERSE SPLIT,	-1,	[split],	Negative
414,	BALDRIGE SAYS JAPAN MUST OPEN ITS MARKETS,	0,	[],	Neutral
415,	K MART KM UNIT BUYS TEXAS LAND,	0,	[],	Neutral
416,	BASF CORP YEAR NET,	0,	[],	Neutral
417,	TORONTO DOMINION BUYING MONTREAL EXCHANGE SEAT,	0,	[],	Neutral
418,	LEAR SIEGLER DEPOSITS 79.4 MLN DLRS TO SECURE NOTES  EFFECTS REORGANIZATION,	1,	[secure],	Positive
419,	J.A.M. JAMY WINS 1.5 MLN DLR CONTRACT,	1,	[wins],	Positive
420,	UNISYS UIS NEW MAINFRAME INTRODUCTION NOT SET,	0,	[],	Neutral
421,	MONTANA POWER CO MTP VOTES QUARTERLY DIVIDEND,	0,	[],	Neutral
422,	UAL UAL SAID TRUMP TALKED WITH UAL CHAIRMAN,	1,	[trump],	Positive
423,	GROLIER GLR DEBT UPGRADED BY MOODY'S,	0,	[debt  upgraded],	Neutral
424,	TEAM INC TMI 3RD QTR FEB 28 NET,	0,	[],	Neutral
425,	TODD SHIPYARDS CORP OMITS QTLY COMMON DIV  SETS PREFERRED PAYOUT,	0,	[],	Neutral
426,	RSI CORP RSIC 2ND QTR FEB 28 NET,	0,	[],	Neutral
427,	RCM TECHNOLOGIES INC RCMT 1ST QTR JAN 31 LOSS,	-1,	[loss],	Negative
428,	MCCLAIN INDUSTRIES INC MCCL 1ST QTR DEC 31 NET,	0,	[],	Neutral
429,	FED OFFERS TO BUY ONE BILLION DLRS OF BILLS FOR CUSTOMER  AFTER NOTE AUCTION,	0,	[],	Neutral
430,	SYNALLOY SYO ENDS PLANS TO SELL UNIT,	0,	[],	Neutral
431,	C-I-L ACQUIRING TRIMAC'S STAKE IN TRICIL,	0,	[],	Neutral
432,	EC INFLATION STARTS TO RISE AGAIN IN FEBRUARY,	0,	[],	Neutral
433,	PANTERA'S PANT TO BUY TEN PIZZA RESTAURANTS,	0,	[],	Neutral
434,	ALLIED-SIGNAL INC TO SELL LINOTYPE GROUP TO COMMERZBANK OF WEST GERMANY,	0,	[],	Neutral
435,	ENERGY/U.S. OIL OUTPUT,	0,	[],	Neutral
436,	TODD SHIPYARDS TOD OMITS COMMMON DIVIDEND,	0,	[],	Neutral
437,	IMO DELAVAL IMD SETS INITIAL DIVIDEND,	0,	[],	Neutral
438,	FED TO PURCHASE TREASURY BILLS FOR A CUSTOMER,	0,	[],	Neutral
439,	GOULD GLD INTRODUCES NEW MINI SUPERCOMPUTERS,	0,	[],	Neutral
440,	NATIONAL COMPUTER SYSTEMS INC NLCS4TH QTR NET,	0,	[],	Neutral
441,	SEC SANCTIONS ACCOUNTANTS KMG MAIN HURDMAN,	0,	[],	Neutral
442,	ALLIED-SIGNAL ALD TO SELL LINOTYPE UNIT,	0,	[],	Neutral
443,	CONTINENTAL HEALTH AFFILIATES INC CTHL 4TH QTR,	0,	[],	Neutral
444,	CANADA SETS OIL INDUSTRY AID PACKAGE,	0,	[],	Neutral
445,	CONTINENTAL CTHL REPURCHASES NOTES,	0,	[],	Neutral
446,	ATLANTIS GROUP INC TO OFFER SHARES  NOTES,	0,	[],	Neutral
447,	MOUNTLEIGH GROUP SEEKS 100 MLN STG FACILITY,	0,	[],	Neutral
448,	SOUTHWEST FOREST SWF SETTLES STRIKE,	-1,	[strike],	Negative
449,	COCOA TALKS SLOW AT CRUCIAL STAGE - DELEGATES,	-1,	[slow],	Negative
450,	MACK TRUCKS MACK DEBT AFFIRMED BY S/P,	-1,	[debt],	Negative
451,	EURATOM ECU BOND MARKS ROME TREATY ANNIVERSARY,	0,	[],	Neutral
452,	NEWMONT GOLD NGC SEES GOLD SALES RISING,	2,	[gold  gold],	Positive
453,	MESSIDOR TO MERGE WITH TRITON BELEGGINGEN,	0,	[],	Neutral
454,	IMMUNOGENETICS IGEN TO ENTER LIPOSOME FIELD,	0,	[],	Neutral
455,	SMITH BARNEY ANALYST CUTS HERCULES HPC RATING,	0,	[],	Neutral
456,	S/P UPGRADES CONSUMERS POWER'S SENIOR AND SUBORDINATED DEBT,	-1,	[debt],	Negative
457,	NAVISTAR NAV SEES HIGHER CAPITAL SPENDING,	0,	[],	Neutral
458,	MOHAWK DATA MDS AFFILIATE IN SERVICE DEAL,	0,	[],	Neutral
459,	CONSUMERS POWER CMS DEBT RAISED BY S/P,	-1,	[debt],	Negative
460,	ENCOR ENERGY CORP PLANS 125 MLN DLR DEBENTURE OFFER,	0,	[],	Neutral
461,	PACIFIC GAS PCG SEEKS PURCHASE RULE CHANGE,	0,	[],	Neutral
462,	ENCOR ENERGY CORP INC YR NET LOSS 406.6 MLN VS PROFIT 35.4 MLN,	-1,	[loss],	Negative
463,	BRAZIL PLANS NEW ECONOMIC STRATEGY FOR GROWTH,	0,	[],	Neutral
464,	MIDDLE SOUTH MSU TO FORM NEW DIVIDEND POLICY,	0,	[],	Neutral
465,	UK POLL SHOWS SURGE FOR CENTRIST ALLIANCE PARTIES,	0,	[],	Neutral
466,	EMERSON RADIO EME SELLS DEBT PRIVATELY,	-1,	[debt],	Negative
467,	SOLAR SYSTEMS SUN DANCE SSDN EXTENDS WARRANTS,	0,	[],	Neutral
468,	TWA SOLD FOUR MLN SHARES OF USAIR BELIEVED TO INSTITUTIONS  WALL STREET SOURCES,	0,	[],	Neutral
469,	U.S. SUGAR POLICY MAY SELF-DESTRUCT  CONGRESSMAN,	0,	[],	Neutral
470,	FIAT SAYS IT NOT PLANNING TO ISSUE EUROBONDS,	-1,	[issue],	Negative
471,	INVESTORS INCREASE STAKE IN FROST  SULLIVAN,	-1,	[frost],	Negative
472,	LIBERIAN ORE CARRIER IN COLLISION IN RIVER ELBE,	0,	[],	Neutral
473,	AIM TELEPHONES AIMT SELLS DEBT TO SHAREHOLDER,	-1,	[debt],	Negative
474,	HERSHEY OIL CORP HSO 4TH QTR LOSS,	-1,	[loss],	Negative
475,	VISTA MANAGEMENT INC GETS BOND GUARANTEES,	0,	[],	Neutral
476,	EG AND G INC EGG SETS QUARTERLY,	0,	[],	Neutral
477,	ENCOR ENERGY CORP INC YEAR LOSS,	-1,	[loss],	Negative
478,	BRAZILIAN LABOUR UNREST SPREADS  MANY BANKS SHUT,	-1,	[unrest],	Negative
479,	OAK INDUSTRIES OAK SETS DEBT EXCHANGE OFFER,	-1,	[debt],	Negative
480,	COLLINS FOODS CF TO REDEEM DEBENTURES,	1,	[redeem],	Positive
481,	ANDREOTTI DROPS COALITION BID,	0,	[],	Neutral
482,	TEAM TMI TO UNVEIL NEW EQUIPMENT IN MAY,	0,	[],	Neutral
483,	ASTA GROUP INC UNIT IN LOAN PURCHASE,	0,	[],	Neutral
484,	ENCOR PLANS 125 MLN DLR DEBENTURE OFFERING,	0,	[],	Neutral
485,	ARDEN INTERNATIONAL AIKI 4TH QTR DEC 27 NET,	0,	[],	Neutral
486,	TWA TWA SELLS POSITION IN USAIR U,	0,	[],	Neutral
487,	COMBUSTION ENGINEERINGCSP SEES 1ST QTR NET OFF,	0,	[],	Neutral
488,	NEWMONT GOLD SEES ITS SALES RISING 22 PCT,	1,	[gold],	Positive
489,	TALKING POINT/TOBACCO STOCKS,	0,	[],	Neutral
490,	MICRO DISPLAY MDSI GETS EUROPEAN ORDERS,	0,	[],	Neutral
491,	TREASURY'S BAKER SAYS EXCHANGE RATE CHANGES WILL REDUCE TRADE DEFICIT THIS YEAR,	0,	[],	Neutral
492,	TREASURY'S BAKER SAYS ECONOMIC COOPERATION PROCESS IS WORKING,	0,	[],	Neutral
493,	TREASURY'S BAKER SAYS "THROWING MONEY" AT DEBTOR NATIONS WON'T WORK,	1,	[work],	Positive
494,	UTAH POWER UTP PLANS TO REDEEM PREFERRED STOCK,	1,	[redeem],	Positive
495,	GATEWAY SPORTING BUYS INNOVATIVE DENTAL,	1,	[innovative],	Positive
496,	TREASURY'S BAKER SEES CUT IN TRADE DEFICIT,	0,	[],	Neutral
497,	CYCLOPS CORP REFORMS BOARD AFTER DIXONS GROUP FAILS TO GET MAJORITY OF CYCLOPS STOCK,	0,	[reforms  fails],	Neutral
498,	UK TO RETAIN POWERS AGAINST U.S UNITARY TAXATION,	0,	[],	Neutral
499,	TREASURY'S BAKER SAYS ECONOMIC COOPERATION WORKS,	1,	[works],	Positive
500,	PAN ATLANTIC RE INC PNRE 4TH QTR NET,	-1,	[pan],	Negative
501,	QUAKER CHEMICAL CORP QCHM SETS QUARTERLY,	0,	[],	Neutral
502,	RAYTHEON RTN DIRECTOR RESIGNS,	0,	[],	Neutral
503,	MIDDLE SOUTH MSU TO CONSIDER DIVIDEND,	0,	[],	Neutral
504,	MONARCH CAPITAL MON CALLS PREFERRED,	0,	[],	Neutral
505,	CYANOTECH CYAN SETS WAY TO EXTRACT CAROTENE,	0,	[],	Neutral
506,	SAS TO UPGRADE CABIN SERVICE IN SCANDINAVIA,	0,	[],	Neutral
507,	BELGIUM PLANS TO OUTLAW INSIDER TRADING,	-1,	[outlaw],	Negative
508,	OWENS-CORNING FIBERGLAS OCF SELLS FOAM UNIT,	0,	[],	Neutral
509,	U.S. SHOE INC 4TH QTR SHR 31 CTS VS 56 CTS,	0,	[],	Neutral
510,	U.S. TAX FRAUD CHARGES BROUGHT AGAINST THREE,	-1,	[fraud],	Negative
511,	O'BRIEN ENERGY OBS IN CITICORP CCI LEASE,	0,	[],	Neutral
512,	QUAKER CHEMICAL QCHM TO REPURCHASE SHARES,	0,	[],	Neutral
513,	TREASURY'S BAKER OUTLINES TRADE BILL CRITICISMS,	-1,	[criticisms],	Negative
514,	CASINO COMMISSION DELAYS VOTE ON HOLIDAY HIA,	-1,	[delays],	Negative
515,	WORTHERN BANKING WOR IN AGREEMENT WITH FEDS,	1,	[agreement],	Positive
516,	U.S. SHOE CORP USR 4TH QTR JAN 31 NET,	0,	[],	Neutral
517,	NUTMEG INDUSTRIES NUTM SETS LICENSING PACT,	0,	[],	Neutral
518,	ARGENTINE SOYBEAN YIELD ESTIMATES DOWN FURTHER,	0,	[],	Neutral
519,	BETA PHASE BETA TO SELL EYEGLASS TECHNOLOGY,	0,	[],	Neutral
520,	LYNG SAYS AGRICULTURE SHOULD SHARE SPENDING CUTS,	0,	[],	Neutral
521,	TREASURY'S BAKER SAYS NEW MONEY NOT PANACEA,	0,	[],	Neutral
522,	VERTEX INDUSTRIES INC VETX 2ND QTR JAN 31 NET,	0,	[],	Neutral
523,	CYCLOPS CYL SAYS DIXONS APPOINTEES RESIGN,	0,	[],	Neutral
524,	ECUADOR NEGOTIATES WITH NIGERIA FOR LENDING OIL,	0,	[],	Neutral
525,	COMPUTERVISION CVN UNVEILS NEW DESIGN GEAR,	0,	[],	Neutral
526,	NORTHERN STATES POWER CO NSP VOTES QUARTERLY,	0,	[],	Neutral
527,	SUMMIT TAX EXEMPT BOND FUND SUA SETS PAYOUT,	0,	[],	Neutral
528,	U.S. SENATE TRADE LEADER CONCERNED ABOUT CANADA,	-1,	[concerned],	Negative
529,	TREASURY'S BAKER SAYS NEW MONEY NOT DEBT PANACEA,	-1,	[debt],	Negative
530,	BAKER SAYS U.S. WILLING TO COOPERATE TO STABILIZE EXCHANGE RATES,	2,	[willing  stabilize],	Positive
531,	BAKER SAYS U.S. WANTS TO STABILIZE EXCHANGE RATES,	1,	[stabilize],	Positive
532,	JUSTICE  DOT BACK AIRLINE ANTITRUST SWITCH,	0,	[],	Neutral
533,	U.S. GOVERNMENT EXPANDS CRACKDOWN ON BAD DEBTS,	-2,	[bad  debts],	Negative
534,	FIRST FEDERAL DELAWARE AGREEMENT EXTENDED,	1,	[agreement],	Positive
535,	EDELMAN GROUP IN PLAN TO BUY MORSE SHOE MRS,	0,	[],	Neutral
536,	PHILIP MORRIS' MO OSCAR MAYER SETS REDEMPTION,	1,	[redemption],	Positive
537,	U.S  AUTO AGENCY GRANTS FORD F AIR BAG REQUEST,	0,	[],	Neutral
538,	MERCK MRK GETS FDA HEARTWORM MEDICINE APPROVAL,	1,	[approval],	Positive
539,	JOHN LABATT SEES GOOD FOURTH QUARTER  YEAR,	1,	[good],	Positive
540,	HUSKY HYO SETS MEETING TO APPROVE MERGER,	1,	[approve],	Positive
541,	BALTIMORE GAS AND ELECTRIC BGE FILES DEBT,	-1,	[debt],	Negative
542,	MERCK MRK GETS APPROVAL FOR DOG HEART DRUG,	1,	[approval],	Positive
543,	WASHINGTON GAS LIGHT CO WGL HIKES PAYOUT,	0,	[],	Neutral
544,	ZENITH ZE NAMES NEW FINANCIAL OFFICER,	1,	[zenith],	Positive
545,	FERC DECISION COULD CUT COLUMBIA GAS CG NET,	0,	[],	Neutral
546,	U.S. OFFERS MORE CREDITS FOR VEG OIL TO N. YEMEN,	0,	[],	Neutral
547,	PUERTO RICAN CEMENT CO PRN SETS PAYOUT,	0,	[],	Neutral
548,	U.S. SHOE USR TO OPEN 421 STORES IN 1987,	0,	[],	Neutral
549,	BARRIS BRRS TO BUY BACK STOCK,	0,	[],	Neutral
550,	CANADA MAY MONITOR STEEL SHIPMENTS,	0,	[],	Neutral
551,	MEXICO SIGNS 100 MLN DLR IADB TOURISM LOAN,	0,	[],	Neutral
552,	WESCO FINANCIAL CORP WSC 4TH QTR NET,	0,	[],	Neutral
553,	HELM H SELLS ADDITIONAL SHARES IN BAMBERGER,	0,	[],	Neutral
554,	AMPAL-AMERICAN ISRAEL CORP AIS.A YEAR NET,	0,	[],	Neutral
555,	COCOA COUNCIL CHAIRMAN SEEKS BUFFER COMPROMISE,	0,	[],	Neutral
556,	SNC GROUP EXPECTS HIGHER 1987 EARNINGS  SALES,	0,	[],	Neutral
557,	MINE SAFETY MNES SELLS SOUTH AFRICA UNIT,	0,	[],	Neutral
558,	MEDAR INC MDXR 4TH QTR DEC 31 LOSS,	-1,	[loss],	Negative
559,	MEDAR MDXR CHANGES FISCAL YEAR,	0,	[],	Neutral
560,	EPSILON DATA EPSI GETS NEW CREDIT AGREEMENT,	1,	[agreement],	Positive
561,	U.S. SECURITIES INDUSTRY ASSN BACKS RESTRAINTS ON TAKEOVERS  INSIDER TRADING,	0,	[],	Neutral
562,	CHEMFIX TECHNOLOGIES INC CFIX 2ND QTR NET,	0,	[],	Neutral
563,	ALABAMA UPGRADED IN BRUCELLOSIS PROGRAM,	1,	[upgraded],	Positive
564,	HELM H AFFILIATE SELLS SYSTEM,	0,	[],	Neutral
565,	FEDERAL PAPER FBO OFFERS PREFERENTIAL SHARES,	0,	[],	Neutral
566,	ALLIS-CHALMERS AH SELLS SWISS UNIT,	0,	[],	Neutral
567,	MONARCH CAPITAL MON PR WILL NOT RESUME TRADING,	0,	[],	Neutral
568,	FLORIDA EMPLOYERS INSURANCE CO FLAE YEAR 1986,	0,	[],	Neutral
569,	SHELL OIL GETS 104.3 MLN DLR CONTRACT,	0,	[],	Neutral
570,	U.S. 4-YEAR NOTE AVERAGE YIELD 6.79 PCT  STOP 6.79 PCT  AWARDED AT HIGH YIELD 95 PCT,	1,	[awarded],	Positive
571,	DETROIT EDISON FILES SHELF REGISTRATION FOR ONE BILLION DLRS IN BONDS,	0,	[],	Neutral
572,	NIKE INC NIKE 3RD QTR FEB 28 NET,	0,	[],	Neutral
573,	ZENITH NATIONAL INSURANCE ZNAT QTLY DIVIDEND,	1,	[zenith],	Positive
574,	REDKIN LABORATORIES INC RDKN QTLY DIVIDEND,	0,	[],	Neutral
575,	INT'L MINERALS IGL PLANS BIOTECHNOLOGY PROJECT,	0,	[],	Neutral
576,	COOPERVISION INC EYE QTLY DIVIDEND,	0,	[],	Neutral
577,	UAL UAL SURROUNDED BY TAKEOVER SPECULATION,	0,	[],	Neutral
578,	U.S. SECURITIES GROUP BACKS INSIDER RESTRAINTS,	0,	[],	Neutral
579,	TEXACO TX RESERVES DOWN DESPITE LOWER OUTPUT,	0,	[],	Neutral
580,	SIX REPORTED WOUNDED IN ECUADOR GENERAL STRIKE,	-1,	[strike],	Negative
581,	INT'L MINERALS PROJECT TO BOOST HOG LEAN WEIGHT,	2,	[boost  lean],	Positive
582,	LOMAC TO PAY 17 MLN DLRS TO CLEAN SITE IN FIRST SUPERFUND-2 SETTLEMENT,	1,	[clean],	Positive
583,	PULITZER PUBLISHING CO PLTZC DECLARES QTLY DIV,	0,	[],	Neutral
